title,date,url
BGN Angkat Suara Soal Dapur MBG yang Disetop Sementara,Date not found,https://republika.co.id/berita//t3lvrh458/bgn-angkat-suara-soal-dapur-mbg-yang-disetop-sementara
Deteksi Makanan tak Aman MBG Dinilai Jangan Dibebankan ke Siswa,Date not found,https://republika.co.id/berita//t3lrch425/deteksi-makanan-tak-aman-mbg-dinilai-jangan-dibebankan-ke-siswa
BGN Simpulkan Senyawa Ini Jadi Pemicu Keracunan MBG di Bandung Barat,Date not found,https://republika.co.id/berita//t3lo25487/bgn-simpulkan-senyawa-ini-jadi-pemicu-keracunan-mbg-di-bandung-barat
"Kasus Keracunan MBG di Jakarta Terjadi di 10 Lokasi, Pemicunya Bakteri",Date not found,https://republika.co.id/berita//t3lizi484/kasus-keracunan-mbg-di-jakarta-terjadi-di-10-lokasi-pemicunya-bakteri
Dinkes Jakarta Percepat Sertifikasi Dapur MBG,Date not found,https://republika.co.id/berita//t3lh3l458/dinkes-jakarta-percepat-sertifikasi-dapur-mbg
Ada SPPG di Jakarta tak Jalankan Standar Prosedur Saat Distribusikan MBG,Date not found,https://republika.co.id/berita//t3l76d377/ada-sppg-di-jakarta-tak-jalankan-standar-prosedur-saat-distribusikan-mbg
Ketua DEN: 380 Ribu Lapangan Kerja Tercipta dari Program MBG,Date not found,https://republika.co.id/berita//t3kehu484/ketua-den-380-ribu-lapangan-kerja-tercipta-dari-program-mbg
Satgas MBG Ungkap Dugaan Penyebab Keracunan Ratusan Siswa di Garut,Date not found,https://republika.co.id/berita//t3ka8m409/satgas-mbg-ungkap-dugaan-penyebab-keracunan-ratusan-siswa-di-garut
Polisi Selidiki Kasus Keracunan MBG 16 Siswa di Ciamis,Date not found,https://republika.co.id/berita//t3k74f375/polisi-selidiki-kasus-keracunan-mbg-16-siswa-di-ciamis
"Siswa di Luragung Diduga Keracunan Massal, Bupati Dian Hentikan Sementara Dapur MBG",Date not found,https://republika.co.id/berita//t3k6mp512/siswa-di-luragung-diduga-keracunan-massal-bupati-dian-hentikan-sementara-dapur-mbg
"Luhut Tolak Program MBG Dihentikan: Kita Perbaiki, Jangan Terus Pesimis",Date not found,https://republika.co.id/berita//t3k5nc484/luhut-tolak-program-mbg-dihentikan-kita-perbaiki-jangan-terus-pesimis
